Id,ORGANIZATION,NAME,GENDER,SPECIALITY,ADDRESS,CITY,STATE,ZIP,LAT,LON,UTILIZATION,NPI
7f3d6287-eb84-3ecf-9c7c-8fa0af738b6d,14292ffa-0f37-3ae5-a15e-9000792991fb,Jorge Luis Ruelas,M,GENERAL PRACTICE,70 MEDICAL CENTER DRIVE,COMMERCE,GA,30529,34.214494,-83.475597,72,3342565438
df10f4a1-5e8b-37cc-9531-6d78a4ae37c1,229d9cd2-11c6-3172-8a5d-cae3a62c9829,Man Kuhic,M,GENERAL PRACTICE,541 HISTORIC HIGHWAY 441-NORTH,DEMOREST,GA,30535,34.563531,-83.542311,105,5801354662
d61c53dd-2895-32d6-994e-6e87d13c003c,9c31c96b-3b55-3c7f-a02f-13cfa5991e6c,Antwan Harris,M,GENERAL PRACTICE,2518 JIMMY LEE SMITH PARKWAY,HIRAM,GA,30141,33.893091,-84.7568,58,9424183720
e43d158d-d755-3236-b655-5f1440f97adf,4736459a-8d01-38d0-9bed-1b98c7230651,Teodora Kihn,F,GENERAL PRACTICE,11705 MERCY BOULEVARD,SAVANNAH,GA,31419,32.002512,-81.15355700000000,915,187698198
1779eeb2-4057-32d7-a08e-129001d84368,8f0dfc1c-d067-3dc1-952a-d560420469c1,Harris Blanda,M,GENERAL PRACTICE,126 HIGHWAY 280 W,AMERICUS,GA,31719,32.074104,-84.223597,2815,8951885127
67f7c565-ce3d-3711-a548-37ea6d542ff5,6ba0d044-ee66-3adb-acbf-76944c6f3ae6,Alejandro Gaytán,M,GENERAL PRACTICE,316 NORTH BROAD STREET,WINDER,GA,30680,33.993074,-83.72112300000000,427,3540376968
e31cbbde-59f2-3fb2-a6f7-1272b732aec0,65a73b96-4cda-3f94-b90a-c13f1b9470dc,Denisse Schulist,F,GENERAL PRACTICE,2151 WEST SPRING STREET,MONROE,GA,30655,33.797477,-83.71874100000000,22,1541071867
dc113a2f-4cfb-359e-830a-457c0a4254d0,0c496aa3-4a51-3a21-83bd-285743cef53c,Alix Lynch,F,GENERAL PRACTICE,35 HOSPITAL ROAD,BLAIRSVILLE,GA,30512,34.826838,-83.956399,3,1434197999
3cee1502-9475-3692-9ab3-f20629b4c952,8f430623-3495-395c-9b83-8f24c4d8dc1d,Trina Cummings,F,GENERAL PRACTICE,304 TURNER MCCALL BLVD P O BOX 233,ROME,GA,30162,34.26774,-85.187533,236,4974983881
e8a303ea-7453-3ff1-8346-a47994958eed,aae0372a-c2e0-381e-97e0-a4bd7fd02a6b,Marcelene Mayert,F,GENERAL PRACTICE,710 CENTER ST BOX 951,COLUMBUS,GA,31901,32.510197,-84.874946,521,3709084555
b3c954b1-2ae4-3ad6-a7c5-f5eb5b0c3b7c,7d1d0e8e-06d9-3ac2-a1a8-4582066ca47d,Olive Pollich,F,GENERAL PRACTICE,1601 WATSON BOULEVARD,WARNER ROBINS,GA,31093,32.597096,-83.653936,446,7067134560
b00c69ff-c824-3f04-87ed-e304a66ed1da,864cfb63-1654-33e5-b392-f1cf88c71b8b,Sal Tremblay,M,GENERAL PRACTICE,163 E TOLLISON STREET,BAXLEY,GA,31513,31.801723,-82.32870800000000,147,243406541
f4992d6a-81f8-3da7-ad96-4cc1aa98f6da,626aea9c-a1c4-3615-84ba-d2cb283d4ed8,Jocelyn Green,F,GENERAL PRACTICE,200 PERRY HOUSE ROAD  BOX 1447,FITZGERALD,GA,31750,31.714253000000000,-83.25223200000000,135,935238972
4978cfa5-998b-3f17-9196-8ae97bae4cb5,81b24bbe-ee72-35fe-8b37-06bc3c3de634,Daren Nienow,M,GENERAL PRACTICE,1199 PRINCE AVENUE,ATHENS,GA,30606,33.949597,-83.370088,354,4590918986
1108c32f-1da2-30d3-a1de-e113d52c5584,eada180d-a582-36e3-b382-2b593806890f,Van Franecki,F,GENERAL PRACTICE,1499 FAIR ROAD,STATESBORO,GA,30458,32.441243,-81.77451500000000,180,5501877104
c855801c-d840-36ea-94a4-d68ca18abaa2,805cc2ec-e379-3802-b570-c763cba766ca,Andrea Hirthe,M,GENERAL PRACTICE,2701 N DECATUR ROAD,DECATUR,GA,30033,33.771455,-84.297857,1733,8484465438
e8d2b7fc-a600-31f6-b092-e9e39d0d27d1,10420d87-d55e-3864-bc6c-2808fd9a8ceb,Patria Rutherford,F,GENERAL PRACTICE,550 PEACHTREE STREET   NE,ATLANTA,GA,30308,33.762909,-84.422675,237,4486259548
d2320b6c-8e70-316e-95bd-805ab2b87f8a,7793c191-22ba-3658-a737-e04f8d74a1a6,Abel Mosciski,M,GENERAL PRACTICE,80 JESSE HILL  JR DRIVE SE,ATLANTA,GA,30303,33.762909,-84.422675,257,9832604931
3436a94f-b383-3aea-92b7-c0f85b94c24b,9436b61d-2089-3b77-ac96-2fba8199434f,Elayne Renner,F,GENERAL PRACTICE,5665 PEACHTREE DUNWOODY ROAD,ATLANTA,GA,30342,33.862891,-84.333187,7457,7519584682
b4025b4d-d7b4-37fc-a9b1-9b2bdbe7f344,35df134b-f1b9-30c1-89ac-0def7bf95ad7,Fritz Conroy,M,GENERAL PRACTICE,1968 PEACHTREE RD NW,ATLANTA,GA,30309,33.762909,-84.422675,475,3687728102
0e850195-1422-3c56-a16a-d7013bf2a420,0514ed68-36d5-329f-867c-7c1977d7d32b,Garry Witting,M,GENERAL PRACTICE,610 SPARTA ROAD,SANDERSVILLE,GA,31082,33.004085,-82.807838,460,9226415471
3c456b7c-0ac5-3b82-9cb0-00c5ac72b780,e7ed66d6-350b-34b0-acf1-d49e32b030ff,Loris Bradtke,F,GENERAL PRACTICE,1000 MEDICAL CENTER BOULEVARD,LAWRENCEVILLE,GA,30045,33.952879,-83.992234,788,9855668421
c057f2bc-f841-3c8d-9705-f2e47d6d8a5b,e222f8a7-1b0f-3e7e-9b6c-fd531c41db8d,Regena Kunde,F,GENERAL PRACTICE,1101 OCILLA ROAD,DOUGLAS,GA,31533,33.738328,-84.707237,355,3966284383
34239860-98e9-37c3-84de-8a94f0567d14,7f59a94f-452d-37ad-acd3-f3e56ecb9fb8,Keven Mueller,M,GENERAL PRACTICE,1412 MILSTEAD AVENUE  NE,CONYERS,GA,30012,33.656626,-83.982361,280,9714378184
283b9142-da2a-3ddc-987a-909ae726a41b,69cffc04-50a4-3e59-b14a-3eee9e0997ae,Houston Schiller,M,GENERAL PRACTICE,901 E 18TH STREET,TIFTON,GA,31793,31.463803,-83.516563,15,3000333843
0e483b5c-746a-34e6-b76c-b0d2eee62113,b378d0dc-9806-3ce8-98a0-2501e73aa9f1,Donnell Lehner,M,GENERAL PRACTICE,706 N PARRISH AVE,ADEL,GA,31620,31.131571,-83.425405,87,4225091554
278e6f60-b2fe-3198-86b2-1f6b6b71064a,f8526b2b-1311-3dc4-b835-14c9e1d5f5d1,Lynn Goodwin,M,GENERAL PRACTICE,3131 THOMASVILLE HWY BOX 40,MOULTRIE,GA,31768,31.17943,-83.790786,10,5262231314
40a58add-fd84-3b42-8b53-10445378d3ca,556cdb63-d956-38b5-8b23-6f51cae724e0,Man Torp,M,GENERAL PRACTICE,777 HEMLOCK STREET,MACON,GA,31201,32.830953,-83.64891800000000,255,6494841333
26c024a9-3539-3784-8879-cce08519d700,88390773-ec16-315a-8906-6b72651cac01,Shirl Ankunding,F,GENERAL PRACTICE,117 KITE ROAD,SWAINSBORO,GA,30401,32.583105,-82.348834,355,4072329525
4c56ee9f-24a5-3010-951c-f6f16ab38b3b,e9504ed0-8607-3e5d-a7b6-7952c03c86fe,Adrian Murazik,M,GENERAL PRACTICE,2460 WASHINGTON ROAD,THOMSON,GA,30824,33.512953,-82.51485500000000,19,3425262866
11bc7f26-cefa-3ffe-b801-c22ce3d24111,40750c2d-a68f-30e2-9cd6-ccb9908c10cd,Harris Funk,M,GENERAL PRACTICE,351 SOUTH LIBERTY STREET,WAYNESBORO,GA,30830,33.091279,-82.01429,17,7653748201
6d80f130-fae3-3c47-afbb-1834e4fade63,2d493e40-879c-34bd-847d-9d6c02c44cb3,Roscoe Hilll,M,GENERAL PRACTICE,303 PARKWAY DRIVE  NE,ATLANTA,GA,30312,33.762909,-84.422675,143,6544967475
b67c4a69-29f1-39de-af15-8700224f5ce9,eb0fb9b6-0ac8-3512-b78b-01aebac2f5c3,Elfrieda Wintheiser,F,GENERAL PRACTICE,2501 NORTH PATTERSON STREET  PO BOX 1727,VALDOSTA,GA,31603,30.850126,-83.27883300000000,541,8012927926
6a287531-4fd0-37a9-90dc-dad603821f31,520be474-ba6f-3a3a-9e31-bf63bdd4e001,Sondra Botsford,F,GENERAL PRACTICE,865 SOUTH FIRST STREET,JESUP,GA,31545,31.60002,-81.88878300000000,1365,3188287305
7b70bc87-7b03-39f6-967e-3a53c6949300,c9fa5890-5506-3d7e-9e58-6b3b7524bdbd,Arlette Quitzon,F,GENERAL PRACTICE,200 INDUSTRIAL BOULEVARD,DUBLIN,GA,31021,32.578177000000000,-82.978492,54,4957094675
03032b4e-447b-3d3b-929a-c7f31d6270f0,a691e3d9-99e0-317a-a01b-de537bf0a729,Melania Smitham,F,GENERAL PRACTICE,ONE MEADOWS PARKWAY,VIDALIA,GA,30474,32.213901,-82.40302,266,1634988671
2ef1c4bc-8428-39ed-a4bb-0137c4a80020,0baa8088-9e67-3bcc-bcd2-6f587ed5cf81,Salvador Moreno,M,GENERAL PRACTICE,2122 MANCHESTER EXPRESSWAY,COLUMBUS,GA,31995,32.458044,-84.963563,997,2373669684
c9518e81-244d-3c4a-9a76-6de851b3e165,1c8273be-a210-3255-8b26-e499ae3defaf,Iona Block,F,GENERAL PRACTICE,710 N IRWIN AVENUE,OCILLA,GA,31774,31.598633000000000,-83.249809,19,6386813146
78e2e3f7-73ef-3a59-8fb0-f6bcfb78ff21,ebd257f3-30cf-3c2a-9c62-72f59f196545,Riley Dicki,M,GENERAL PRACTICE,1500 E SHOTWELL STREET,BAINBRIDGE,GA,39819,30.904933000000000,-84.573047,156,7977882663
73a11cd3-b998-3317-afab-5594354de695,3304bcdb-abb0-3cd4-82d3-2d530c14cae7,Tanesha Schumm,F,GENERAL PRACTICE,222 PERRY HWY,HAWKINSVILLE,GA,31036,32.299649,-83.478964,21,6556117773
901fe04b-867e-3c74-a80f-566c8a75713e,c9c33019-4f52-3540-b69e-038284d68b23,Quinton Kemmer,M,GENERAL PRACTICE,200 N RIVER STREET,CLAXTON,GA,30417,32.162106,-81.909666,179,7443189699
f560bce4-f8b6-3549-a7da-ac9dd6d06b16,52bece50-60d5-3096-9bdf-b75508a5bf06,Molly Macejkovic,F,GENERAL PRACTICE,3950 AUSTELL RD,AUSTELL,GA,30106,33.820281,-84.644267,859,2224101910
cf14d1bd-e79a-380e-9f22-a731cc520db2,9f4825f1-9808-31d8-af7f-380f87e441cd,Gregory Gusikowski,M,GENERAL PRACTICE,821 N COBB STREET  POST OFFICE BOX 690,MILLEDGEVILLE,GA,31061,33.115387,-83.308885,688,1003220630
5c7b21e9-6e5f-3db7-9de9-5f4ca137599e,e493969a-b058-3623-91af-f3f1e7ed2509,Tera Tromp,F,GENERAL PRACTICE,1000 JOHNSON FERRY ROAD  NE,ATLANTA,GA,30342,33.762909,-84.422675,244,1313075191
2599750a-ab5b-30ed-bf2e-1bf9bf1df4c6,6be03dc5-93f8-3b83-a816-72d9a67d38dc,Alleen Anderson,F,GENERAL PRACTICE,350 HOSPITAL DRIVE,MACON,GA,31217,32.830953,-83.64891800000000,539,5511604232
b0f003f8-03ba-39d8-96c4-a2d78e5ef833,63470007-6f88-342b-b314-28a0b1e4b3e2,Corey Nitzsche,M,GENERAL PRACTICE,11 UPPER RIVERDALE ROAD  SW,RIVERDALE,GA,30274,33.552242,-84.412973,752,2038514100
7b72a018-ce79-3319-8302-931c23b25e94,9a80f5fc-f810-3972-8362-f2db52259f45,Marcell Fritsch,F,GENERAL PRACTICE,501 REDMOND ROAD,ROME,GA,30165,34.26774,-85.187533,341,9871175930
90a84dab-1d6c-3fe6-847d-9d011ecd8ae7,b75400a3-608a-3b6a-a956-985bf086031b,Ahmed Hoeger,M,GENERAL PRACTICE,3651 WHEELER ROAD,AUGUSTA,GA,30909,33.365531,-82.073422,45,6277072765
0d5f6821-556f-3e89-ac94-2f8beda5ba1c,9dbe393b-2308-321e-ac5a-fcb704b3dd71,Kim Zieme,M,GENERAL PRACTICE,8954 HOSPITAL DRIVE,DOUGLASVILLE,GA,30134,33.738328,-84.707237,241,314821708
7c82acd8-a8dc-3a71-a6e2-2bc3efc2a6c6,78120dfa-9ff5-3f84-8195-bb5855b045cf,Alexa Casper,F,GENERAL PRACTICE,227 MOUNTAIN DRIVE,DAHLONEGA,GA,30533,34.550867,-84.076961,1251,1691364304
d7b8f410-acb7-3425-a680-1d66f0bd3669,f9911f3f-33da-33e4-b70d-70a60a355c9d,Buddy Rice,M,GENERAL PRACTICE,2855 OLD HIGHWAY 5 NORTH,BLUE RIDGE,GA,30513,34.865798,-84.323386,61,8910465255
0bfbde2a-16b9-3902-9052-c26d5a31f027,a755cade-1deb-3320-9cdc-173b2bb14db8,Sheila Kreiger,F,GENERAL PRACTICE,1133 EAGLE'S LANDING PARKWAY,STOCKBRIDGE,GA,30281,33.571786,-84.225981,379,8409676850
1ca7e429-1022-3fbd-b6da-89627ac50a9a,c67ffc1d-7e89-357b-b119-036b35b71dda,Dulce Braun,F,GENERAL PRACTICE,1700 MEDICAL WAY,SNELLVILLE,GA,30078,33.857634000000000,-84.004816,402,5776325277
1845a7a3-cc10-3d2b-90ed-234ad643df30,5c6aeb39-b856-3c66-8820-fea3f8af1a30,Josh Stamm,M,GENERAL PRACTICE,3000 HOSPITAL BOULEVARD,ROSWELL,GA,30076,34.039453,-84.350946,4090,5228826408
45af726f-4d99-31af-a4f6-2b4e76fe0697,e616734a-71a3-3431-af77-a02d8c7582ac,Juan Carlos Cazares,M,GENERAL PRACTICE,100 FRIST COURT,COLUMBUS,GA,31909,32.510197,-84.874946,426,4769699530
fa8c7893-36c1-337c-ba44-168eaa73996c,ee157845-995c-30d0-a950-cc4e83b62e59,Melita Welch,F,GENERAL PRACTICE,400 CHARTER BOULEVARD,MACON,GA,31210,32.830953,-83.64891800000000,726,9074000347
0c908ac2-cc8c-3ce4-ac32-74968cbaacfb,1938b62c-398f-342c-9b56-0588112bb683,Boris Lynch,M,GENERAL PRACTICE,3015 VETERANS PARKWAY,MOULTRIE,GA,31788,31.17943,-83.790786,77,6636847638
51777e49-f154-3113-a3b1-b484dc410d3d,95227244-1e5e-365b-80a3-b46fa62f2e0e,Eldora Denesik,F,GENERAL PRACTICE,1255 HIGHWAY 54 WEST,FAYETTEVILLE,GA,30214,33.449599,-84.457806,1333,4186798265
42a7ea13-b7ce-3fee-bef6-6d384de6e842,c7e612b5-b75b-3050-a736-e2b4f8e81b92,Sid Ward,M,GENERAL PRACTICE,2801 DEKALB MEDICAL PARKWAY,LITHONIA,GA,30058,33.712938,-84.105877,468,8992532423
c9f017e9-bb97-3d87-9f35-8a60e3ae53ba,e68af5a4-1c94-3502-9475-682d1c1de252,Beverley Lind,F,GENERAL PRACTICE,745 POPLAR ROAD,NEWNAN,GA,30265,33.379147,-84.771315,558,6379517545
50cae92e-6c86-36d8-819c-308fae52d9f4,973756c7-0cf5-34c4-9a58-34b8be78d45d,Berta Trejo,F,GENERAL PRACTICE,6325 HOSPITAL PARKWAY,JOHNS CREEK,GA,30097,34.032739,-84.203848,1642,4369002702
1cc9a037-1b67-3b5b-8be6-4ab1f8e068e3,d418d2f2-df54-33c0-b0a8-caad2069b72d,Svetlana Goyette,F,GENERAL PRACTICE,600 CELEBRATE LIFE PARKWAY,NEWNAN,GA,30265,33.379147,-84.771315,755,6467264037
3313d0e9-dde9-3507-8283-4997b8203b60,c4b7d98e-713e-3318-aaa6-1c12067c4631,Jannie Bahringer,F,GENERAL PRACTICE,100 GROSS CRESCENT CIRCLE,FORT OGLETHORP,GA,30742,34.931837,-85.246031,206,3928121472
5ae0be63-266f-3f04-b41e-8b196fbc25c1,0ab3ce89-fc14-3e54-bd30-93643fc56f7f,Pilar Cantú,F,GENERAL PRACTICE,361 RANDOLPH STREET,CUTHBERT,GA,39840,31.770686,-84.793575,200,6793013823
774ce854-7a66-37ee-a67c-4de2dedc4033,8a5f3c1f-9280-36e8-9453-60e8e5b61b41,Amado Halvorson,M,GENERAL PRACTICE,898 COLLEGE STREET,MONTICELLO,GA,31064,33.32311,-83.715662,477,2873148527
3e49e6d2-d8ee-3aa4-a21b-dd2d565a80e7,1c141e4e-295d-31e7-a008-ef66a9ccafd6,Lawrence Ratke,M,GENERAL PRACTICE,1077 SOUTH MAIN STREET,MADISON,GA,30650,33.597977,-83.474214,11,5140123606
b22d1cfd-e1c1-3c26-bddb-58ba1884db52,5d3ed522-e77d-36dd-9978-ab45f6c958e8,Hue Osinski,F,GENERAL PRACTICE,459 GA HIGHWAY 119 SOUTH,SPRINGFIELD,GA,31329,32.364138,-81.307867,166,8207272740
47d439ae-b23c-33fe-972f-5135f096f4eb,7bfa3f8f-ba7f-3206-a956-1c7d4f5c369b,Walton Schmidt,M,GENERAL PRACTICE,1050 VALDOSTA HIGHWAY,HOMERVILLE,GA,31634,31.038228000000000,-82.742089,43,9192732909
81c6300d-3b9f-331a-8f71-837e63fbc4b8,e27d883a-97c8-3f33-8483-2d6de6fc6b29,Christena Dietrich,F,GENERAL PRACTICE,1960 HIGHWAY 247 CONNECTOR,BYRON,GA,31008,32.648102,-83.748494,505,7492822901
a907f673-0cb6-39ab-b74f-b27dbf13c253,be8c9603-3bed-3976-ae2f-21382030c2c2,Milagros Crist,F,GENERAL PRACTICE,215 MIMS ROAD,SYLVANIA,GA,30467,32.744261,-81.599103,46,2044205793
bc2dd214-3718-3374-beba-297e8e05b965,14f88dbe-cd2a-3042-a8f6-29fe3c016f32,Sun Ledner,F,GENERAL PRACTICE,5995 SPRING STREET,WARM SPRINGS,GA,31830,32.91299,-84.750541,300,3118153423
5800a134-0d34-3baf-8186-c9841bf4d89e,048f03d0-79bd-3c4f-aa22-153004ddeefb,Alejandro Carvajal,M,GENERAL PRACTICE,88 MARTIN LUTHER KING JR DRIVE,FORSYTH,GA,31029,33.034543,-83.938062,152,5496211719
d5737dba-4699-3491-bfb5-2b3940f6136f,a8d7daba-3423-38dd-bfba-9579d933b488,Monica Feest,F,GENERAL PRACTICE,200 ALLEN MEMORIAL DRIVE,BREMEN,GA,30110,33.710775,-85.151884,134,4484960591
c6b25bab-3ef3-3940-990d-602865f7e415,b3bdd519-06cd-3926-94dc-d52520daf720,Billy Champlin,M,GENERAL PRACTICE,302 SOUTH WAYNE STREET,ALMA,GA,31510,31.22967,-81.66406000000000,174,490605230
fb716669-3b9d-3d4b-8d3a-09ccd9896cca,b5a6548b-14ee-3233-891a-ca72223f259c,Booker Williamson,M,GENERAL PRACTICE,807 SOUTH ISABELLA STREET,SYLVESTER,GA,31791,31.529137,-83.89497800000000,223,1342858956
e930629a-658a-3353-9013-5157b93e85a7,176e71fe-a5ee-3d4c-9356-40a0507f273f,Thurman Bogisich,M,GENERAL PRACTICE,5401 LAKE OCONEE PARKWAY,GREENSBORO,GA,30642,33.570499,-83.186035,750,8532851754
2c58bdae-5210-392c-8223-0863fd952e7c,d7e5d977-fd80-337d-b6ff-6592c965856a,Lamonica Kshlerin,F,GENERAL PRACTICE,2360 ROCKMART HIGHWAY,CEDARTOWN,GA,30125,33.991931,-85.275133,76,345825950
0796738c-d4e8-3185-811f-03dfad25f33a,c6b333b2-9c65-3372-aa16-3227486f02e4,Tiffani Hansen,F,GENERAL PRACTICE,90 STEPHENS STREET,CAMILLA,GA,31730,31.251159,-84.224328,21,8896489458
5cc394aa-e208-38b0-b3e1-9e2982845350,6a3f30eb-d504-3dfe-be10-04b846c99c34,Nickie Stark,F,GENERAL PRACTICE,163 SOUTH TALLAHASSEE STREET  P O BOX 1690,HAZLEHURST,GA,31539,31.850529,-82.569563,45,2585483843
404c84fe-b317-36dd-a379-a697e90b6f25,cab948c4-fcb3-3fe9-8f70-ae8c56a6dff3,Mose Batz,M,GENERAL PRACTICE,400 CEDAR STREET,METTER,GA,30439,32.396607,-82.062596,1,4597394788
00e083a5-70f9-3cad-8c4f-55d81694f780,b93fdbb4-fa2a-3a97-b931-6a70c60caddb,Gertrudis Cummings,F,GENERAL PRACTICE,462 E G MILES PARKWAY,HINESVILLE,GA,31310,31.826979,-81.621675,266,1405232552
165abda7-aae2-3ee6-87cd-eb2df169c2a6,b7e7d3f3-b9fe-3d54-bcb3-5c295b35cf3b,Carrol Pollich,F,GENERAL PRACTICE,1405 CLIFTON ROAD  NE,ATLANTA,GA,30322,33.762909,-84.422675,163,4255588686
aedf0145-c698-3f57-ad94-80497e300a4a,1bc9e9cf-2ee3-32aa-9e99-7825a5ef5a26,Annalisa Lebsack,F,GENERAL PRACTICE,1001 JOHNSON FERRY ROAD,ATLANTA,GA,30342,33.762909,-84.422675,204,3174276667
4cff00f9-55cf-3ac9-ab52-b575a4e2d9f2,372c5f35-e64f-3284-864c-f721a27622c0,Shelba Watsica,F,GENERAL PRACTICE,3700 Crestwood Parkway  NW  Suite 500,Duluth,GA,30096,33.94617,-84.13016,21,8952245407
9cc26fe9-5fc8-3b84-803d-81480706f577,505d75d3-6dc8-351c-8b6a-295cbbf17ff7,Shauna Bayer,F,GENERAL PRACTICE,1670 Clairmont Road,Decatur,GA,30033,33.8016,-84.30972,35,4622959844
